0,1,2,3,4,5,6,7,8,9,10
flower (seeds),flower (seeds),,,,,,,,,
pip fruit,waffles,,,,,,,,,
soda,meat,,,,,,,,,
bottled water,oil,sausage,bottled beer,rolls/buns,bottled water,waffles,tropical fruit,frozen meals,,
sausage,newspapers,,,,,,,,,
sausage,whole milk,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
napkins,pastry,whole milk,,,,,,,,
dessert,rolls/buns,,,,,,,,,
soda,shopping bags,,,,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
yogurt,frozen fish,chocolate,butter,,,,,,,
canned beer,newspapers,,,,,,,,,
turkey,newspapers,,,,,,,,,
fruit/vegetable juice,spices,,,,,,,,,
napkins,whipped/sour cream,,,,,,,,,
baking powder,whole milk,rolls/buns,,,,,,,,
canned beer,curd,,,,,,,,,
soda,chocolate marshmallow,hard cheese,,,,,,,,
other vegetables,bottled water,,,,,,,,,
whole milk,domestic eggs,bottled beer,bottled beer,,,,,,,
sausage,ketchup,,,,,,,,,
softener,margarine,hygiene articles,,,,,,,,
white wine,soda,,,,,,,,,
other vegetables,soda,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
condensed milk,yogurt,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
dessert,chewing gum,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
sausage,specialty bar,,,,,,,,,
cream cheese ,misc. beverages,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
soft cheese,yogurt,pastry,instant coffee,,,,,,,
sausage,specialty fat,,,,,,,,,
whole milk,yogurt,,,,,,,,,
candy,domestic eggs,,,,,,,,,
UHT-milk,ice cream,specialty bar,,,,,,,,
pastry,whole milk,,,,,,,,,
sausage,tea,,,,,,,,,
chewing gum,cream cheese ,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
frozen meals,canned vegetables,other vegetables,turkey,,,,,,,
butter,sugar,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whole milk,butter milk,yogurt,,,,,,,,
whole milk,butter milk,,,,,,,,,
bottled water,soda,,,,,,,,,
whole milk,brown bread,pastry,dessert,,,,,,,
canned beer,specialty chocolate,,,,,,,,,
cream cheese ,frankfurter,root vegetables,yogurt,,,,,,,
processed cheese,whole milk,,,,,,,,,
butter,tropical fruit,,,,,,,,,
berries,mayonnaise,,,,,,,,,
canned beer,yogurt,,,,,,,,,
pastry,sugar,,,,,,,,,
other vegetables,liquor,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
pip fruit,soda,,,,,,,,,
pork,beef,yogurt,,,,,,,,
kitchen towels,margarine,,,,,,,,,
sausage,other vegetables,,,,,,,,,
herbs,root vegetables,,,,,,,,,
meat,citrus fruit,chocolate,pastry,rolls/buns,,,,,,
bottled beer,soda,hygiene articles,chicken,whole milk,whole milk,canned beer,curd,soda,,
pork,other vegetables,,,,,,,,,
bottled beer,beverages,,,,,,,,,
berries,cream cheese ,,,,,,,,,
bottled beer,pip fruit,condensed milk,pot plants,cling film/bags,soda,shopping bags,,,,
soda,yogurt,whole milk,coffee,,,,,,,
canned beer,long life bakery product,,,,,,,,,
frankfurter,soda,other vegetables,rolls/buns,rolls/buns,,,,,,
soda,domestic eggs,sliced cheese,soda,,,,,,,
organic products,root vegetables,,,,,,,,,
curd,processed cheese,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
semi-finished bread,soda,shopping bags,long life bakery product,,,,,,,
packaged fruit/vegetables,yogurt,bottled beer,,,,,,,,
pip fruit,canned beer,hygiene articles,coffee,,,,,,,
beef,white wine,pip fruit,,,,,,,,
brown bread,yogurt,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
beverages,bottled water,,,,,,,,,
sausage,other vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
other vegetables,domestic eggs,long life bakery product,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
misc. beverages,bottled beer,dishes,onions,,,,,,,
beverages,condensed milk,,,,,,,,,
curd,dessert,,,,,,,,,
fish,bottled beer,,,,,,,,,
pip fruit,onions,,,,,,,,,
frozen meals,white bread,cereals,ready soups,,,,,,,
dessert,rolls/buns,,,,,,,,,
ham,whole milk,,,,,,,,,
canned beer,other vegetables,margarine,,,,,,,,
frankfurter,beverages,,,,,,,,,
soda,whole milk,,,,,,,,,
bottled water,beverages,,,,,,,,,
tropical fruit,other vegetables,berries,butter,,,,,,,
berries,butter,,,,,,,,,
preservation products,soups,,,,,,,,,
beef,red/blush wine,,,,,,,,,
butter,candy,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
sausage,processed cheese,,,,,,,,,
sugar,shopping bags,,,,,,,,,
yogurt,onions,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
brown bread,white wine,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
whole milk,candy,,,,,,,,,
pork,mayonnaise,,,,,,,,,
newspapers,zwieback,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
specialty fat,red/blush wine,,,,,,,,,
pasta,yogurt,specialty bar,,,,,,,,
ice cream,whole milk,,,,,,,,,
onions,soda,rolls/buns,,,,,,,,
whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
long life bakery product,butter,,,,,,,,,
root vegetables,coffee,,,,,,,,,
ham,coffee,,,,,,,,,
other vegetables,meat,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
white bread,whipped/sour cream,,,,,,,,,
chicken,house keeping products,,,,,,,,,
whole milk,domestic eggs,rolls/buns,long life bakery product,,,,,,,
pastry,yogurt,,,,,,,,,
citrus fruit,mustard,,,,,,,,,
frankfurter,pickled vegetables,other vegetables,,,,,,,,
sausage,shopping bags,shopping bags,,,,,,,,
butter milk,canned beer,,,,,,,,,
sausage,whole milk,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
frankfurter,butter,,,,,,,,,
potato products,oil,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
hygiene articles,whole milk,,,,,,,,,
white wine,bottled beer,,,,,,,,,
root vegetables,white bread,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
frankfurter,beef,frozen fish,rice,napkins,,,,,,
other vegetables,hygiene articles,,,,,,,,,
rolls/buns,other vegetables,whipped/sour cream,,,,,,,,
whole milk,napkins,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
root vegetables,spread cheese,,,,,,,,,
pork,other vegetables,,,,,,,,,
beef,root vegetables,butter milk,,,,,,,,
salt,seasonal products,,,,,,,,,
hard cheese,dessert,,,,,,,,,
pork,butter,,,,,,,,,
sausage,beverages,,,,,,,,,
sausage,butter,,,,,,,,,
whipped/sour cream,red/blush wine,,,,,,,,,
rolls/buns,yogurt,sugar,,,,,,,,
chicken,pork,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
canned beer,sausage,onions,canned beer,,,,,,,
frankfurter,whole milk,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
domestic eggs,pastry,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
citrus fruit,canned fish,,,,,,,,,
brown bread,bottled beer,,,,,,,,,
whole milk,soda,,,,,,,,,
chocolate,hard cheese,,,,,,,,,
sausage,whole milk,,,,,,,,,
meat,beef,curd,,,,,,,,
citrus fruit,yogurt,specialty bar,chocolate,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
beef,curd,,,,,,,,,
sausage,sausage,chicken,chewing gum,newspapers,bottled water,pastry,yogurt,,,
finished products,whole milk,other vegetables,cling film/bags,,,,,,,
pastry,other vegetables,,,,,,,,,
other vegetables,baking powder,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
tropical fruit,liquor (appetizer),,,,,,,,,
soda,sugar,,,,,,,,,
soda,other vegetables,,,,,,,,,
other vegetables,liquor,,,,,,,,,
detergent,rolls/buns,,,,,,,,,
other vegetables,butter,,,,,,,,,
root vegetables,soda,,,,,,,,,
citrus fruit,ham,,,,,,,,,
frozen fish,pastry,,,,,,,,,
salty snack,root vegetables,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
dessert,margarine,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
sausage,yogurt,,,,,,,,,
dessert,other vegetables,,,,,,,,,
waffles,whole milk,condensed milk,,,,,,,,
newspapers,newspapers,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
liver loaf,canned beer,candy,,,,,,,,
other vegetables,yogurt,,,,,,,,,
instant coffee,chewing gum,,,,,,,,,
curd,soda,,,,,,,,,
specialty bar,candy,,,,,,,,,
sausage,other vegetables,,,,,,,,,
misc. beverages,other vegetables,specialty chocolate,,,,,,,,
packaged fruit/vegetables,rolls/buns,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
chicken,whole milk,,,,,,,,,
flower (seeds),margarine,,,,,,,,,
beef,sparkling wine,frozen fish,chewing gum,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
flour,sugar,,,,,,,,,
sugar,bottled water,cream cheese ,,,,,,,,
soft cheese,berries,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
canned fish,brown bread,,,,,,,,,
sausage,whipped/sour cream,soda,,,,,,,,
sausage,beef,salty snack,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
canned beer,bottled water,,,,,,,,,
newspapers,cat food,,,,,,,,,
pastry,curd,bottled beer,,,,,,,,
pip fruit,vinegar,,,,,,,,,
frankfurter,pastry,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
meat,beef,whole milk,other vegetables,grapes,whipped/sour cream,coffee,whole milk,,,
frankfurter,salty snack,,,,,,,,,
beverages,mustard,,,,,,,,,
coffee,pot plants,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
butter,oil,,,,,,,,,
other vegetables,coffee,,,,,,,,,
frankfurter,rolls/buns,jam,,,,,,,,
kitchen towels,sliced cheese,,,,,,,,,
other vegetables,other vegetables,berries,,,,,,,,
specialty bar,tropical fruit,yogurt,bottled beer,baking powder,,,,,,
meat,other vegetables,chewing gum,,,,,,,,
chewing gum,coffee,sugar,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
white wine,brown bread,,,,,,,,,
canned beer,beverages,,,,,,,,,
packaged fruit/vegetables,frozen fruits,rolls/buns,,,,,,,,
citrus fruit,waffles,,,,,,,,,
pip fruit,butter,soda,,,,,,,,
frankfurter,curd,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
citrus fruit,whole milk,fruit/vegetable juice,dishes,,,,,,,
yogurt,whole milk,,,,,,,,,
citrus fruit,soda,,,,,,,,,
cling film/bags,domestic eggs,domestic eggs,,,,,,,,
beef,white bread,frozen potato products,,,,,,,,
whipped/sour cream,yogurt,processed cheese,rolls/buns,,,,,,,
pip fruit,frozen meals,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
root vegetables,waffles,cream cheese ,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
long life bakery product,whipped/sour cream,bottled beer,,,,,,,,
root vegetables,chocolate,,,,,,,,,
brown bread,whole milk,canned fish,brown bread,,,,,,,
rolls/buns,soda,shopping bags,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
citrus fruit,herbs,pudding powder,,,,,,,,
newspapers,berries,,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
hamburger meat,brown bread,,,,,,,,,
chicken,onions,,,,,,,,,
beef,soda,,,,,,,,,
whipped/sour cream,herbs,flour,oil,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
turkey,chocolate,,,,,,,,,
cream cheese ,brown bread,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
other vegetables,beverages,,,,,,,,,
misc. beverages,chocolate,,,,,,,,,
coffee,shopping bags,,,,,,,,,
sausage,candy,,,,,,,,,
specialty chocolate,whipped/sour cream,,,,,,,,,
dessert,napkins,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
cat food,other vegetables,,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
frozen vegetables,bottled beer,,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
sugar,coffee,cream cheese ,bottled water,,,,,,,
hamburger meat,soda,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
pork,shopping bags,,,,,,,,,
soda,cling film/bags,,,,,,,,,
butter milk,dessert,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
whole milk,dog food,,,,,,,,,
pip fruit,candles,,,,,,,,,
berries,candy,,,,,,,,,
pip fruit,waffles,cat food,,,,,,,,
chocolate,citrus fruit,yogurt,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
popcorn,long life bakery product,,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
dessert,domestic eggs,,,,,,,,,
bottled water,curd,yogurt,,,,,,,,
specialty bar,pickled vegetables,,,,,,,,,
rice,coffee,,,,,,,,,
misc. beverages,UHT-milk,white bread,,,,,,,,
organic sausage,specialty chocolate,,,,,,,,,
sweet spreads,white wine,,,,,,,,,
whipped/sour cream,sweet spreads,,,,,,,,,
root vegetables,canned beer,specialty cheese,rolls/buns,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,
dessert,dental care,waffles,,,,,,,,
pip fruit,tropical fruit,,,,,,,,,
sausage,meat,tropical fruit,butter,,,,,,,
other vegetables,pork,,,,,,,,,
hamburger meat,pip fruit,rolls/buns,dishes,,,,,,,
skin care,oil,,,,,,,,,
liquor,cream,coffee,,,,,,,,
soda,rolls/buns,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
soda,whole milk,whole milk,sugar,,,,,,,
ham,soft cheese,fruit/vegetable juice,sugar,,,,,,,
dessert,pickled vegetables,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
pip fruit,beverages,pastry,,,,,,,,
pork,bottled beer,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
chewing gum,soda,red/blush wine,,,,,,,,
beef,flour,,,,,,,,,
whole milk,hard cheese,white bread,,,,,,,,
other vegetables,dishes,newspapers,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,
canned beer,tropical fruit,root vegetables,other vegetables,,,,,,,
sausage,sugar,yogurt,,,,,,,,
rolls/buns,butter,,,,,,,,,
rolls/buns,bathroom cleaner,,,,,,,,,
nut snack,long life bakery product,whole milk,frozen meals,,,,,,,
root vegetables,bottled beer,bottled water,,,,,,,,
whole milk,coffee,salty snack,root vegetables,yogurt,oil,soft cheese,,,,
rolls/buns,salty snack,waffles,,,,,,,,
UHT-milk,coffee,yogurt,,,,,,,,
white wine,white bread,,,,,,,,,
fruit/vegetable juice,detergent,yogurt,snack products,,,,,,,
sugar,shopping bags,instant coffee,,,,,,,,
frankfurter,curd,specialty cheese,,,,,,,,
newspapers,canned beer,,,,,,,,,
berries,UHT-milk,newspapers,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
rolls/buns,detergent,,,,,,,,,
sausage,bottled water,,,,,,,,,
curd,yogurt,,,,,,,,,
specialty cheese,onions,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
ice cream,onions,soda,,,,,,,,
butter,sauces,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
curd,nuts/prunes,root vegetables,sausage,whole milk,rolls/buns,root vegetables,bottled water,hard cheese,,
pasta,mustard,syrup,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
whole milk,canned beer,,,,,,,,,
frankfurter,sausage,,,,,,,,,
soda,mayonnaise,,,,,,,,,
organic sausage,grapes,pastry,,,,,,,,
pork,frozen meals,margarine,dessert,,,,,,,
hamburger meat,pasta,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
curd,newspapers,,,,,,,,,
pastry,ketchup,,,,,,,,,
ice cream,photo/film,flour,,,,,,,,
whole milk,curd,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
whole milk,fruit/vegetable juice,shopping bags,shopping bags,,,,,,,
yogurt,shopping bags,cake bar,yogurt,,,,,,,
hamburger meat,newspapers,,,,,,,,,
meat,other vegetables,margarine,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
specialty chocolate,soda,chocolate,,,,,,,,
butter milk,soda,ham,bottled beer,detergent,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
hard cheese,bottled water,,,,,,,,,
coffee,citrus fruit,other vegetables,fruit/vegetable juice,,,,,,,
cream cheese ,fruit/vegetable juice,whole milk,shopping bags,,,,,,,
soda,other vegetables,,,,,,,,,
bottled beer,canned fish,yogurt,,,,,,,,
photo/film,bottled beer,,,,,,,,,
beef,tropical fruit,,,,,,,,,
frozen dessert,flower (seeds),,,,,,,,,
soda,curd,soda,,,,,,,,
liver loaf,soda,,,,,,,,,
butter,skin care,rolls/buns,,,,,,,,
tropical fruit,pip fruit,herbs,yogurt,bottled water,sweet spreads,,,,,
other vegetables,butter,red/blush wine,,,,,,,,
other vegetables,beef,yogurt,,,,,,,,
soda,soda,canned beer,frozen dessert,tropical fruit,whole milk,bottled water,specialty bar,domestic eggs,,
soda,yogurt,bottled water,pot plants,,,,,,,
sausage,canned beer,,,,,,,,,
UHT-milk,butter milk,frozen vegetables,other vegetables,candy,fruit/vegetable juice,,,,,
bottled water,cream cheese ,,,,,,,,,
pork,curd,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,oil,,,,,,,,,
male cosmetics,curd,,,,,,,,,
misc. beverages,zwieback,,,,,,,,,
pip fruit,cat food,,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
brown bread,yogurt,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
pork,whole milk,domestic eggs,,,,,,,,
whole milk,chocolate,pickled vegetables,,,,,,,,
tropical fruit,butter,,,,,,,,,
rolls/buns,herbs,,,,,,,,,
beverages,chocolate,,,,,,,,,
rolls/buns,other vegetables,soda,,,,,,,,
pasta,newspapers,,,,,,,,,
curd,bottled water,tropical fruit,other vegetables,,,,,,,
tropical fruit,canned beer,hygiene articles,,,,,,,,
bottled water,onions,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
sausage,shopping bags,,,,,,,,,
pork,bottled water,,,,,,,,,
root vegetables,rum,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
frankfurter,soda,,,,,,,,,
root vegetables,white wine,,,,,,,,,
frozen fish,margarine,,,,,,,,,
cling film/bags,UHT-milk,pastry,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
citrus fruit,syrup,,,,,,,,,
processed cheese,specialty bar,,,,,,,,,
margarine,bathroom cleaner,,,,,,,,,
UHT-milk,canned vegetables,,,,,,,,,
beverages,oil,,,,,,,,,
ham,whipped/sour cream,soda,light bulbs,,,,,,,
photo/film,onions,,,,,,,,,
white bread,brown bread,,,,,,,,,
meat,soda,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
liquor,yogurt,napkins,,,,,,,,
brown bread,brown bread,,,,,,,,,
pasta,canned beer,,,,,,,,,
margarine,soda,UHT-milk,,,,,,,,
other vegetables,Instant food products,sugar,,,,,,,,
curd,cling film/bags,candy,rolls/buns,,,,,,,
tropical fruit,pot plants,shopping bags,sugar,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
beef,rolls/buns,,,,,,,,,
berries,other vegetables,,,,,,,,,
zwieback,yogurt,,,,,,,,,
napkins,newspapers,,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
butter,soda,,,,,,,,,
mustard,root vegetables,,,,,,,,,
pork,other vegetables,,,,,,,,,
margarine,canned fish,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
frankfurter,rolls/buns,newspapers,waffles,,,,,,,
citrus fruit,bottled water,butter milk,chocolate,zwieback,shopping bags,,,,,
pork,whole milk,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
shopping bags,root vegetables,curd,,,,,,,,
whole milk,grapes,chocolate,pot plants,,,,,,,
soda,butter milk,whipped/sour cream,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
fruit/vegetable juice,white wine,,,,,,,,,
rolls/buns,white wine,,,,,,,,,
citrus fruit,domestic eggs,bottled water,,,,,,,,
tropical fruit,pork,soda,onions,,,,,,,
rolls/buns,semi-finished bread,fruit/vegetable juice,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
dish cleaner,coffee,,,,,,,,,
rolls/buns,oil,,,,,,,,,
other vegetables,potato products,napkins,,,,,,,,
dishes,sweet spreads,,,,,,,,,
curd,whole milk,,,,,,,,,
other vegetables,whole milk,yogurt,hard cheese,bottled beer,,,,,,
whipped/sour cream,white bread,,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
salt,oil,,,,,,,,,
tropical fruit,tropical fruit,whole milk,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
whole milk,processed cheese,curd cheese,,,,,,,,
hygiene articles,semi-finished bread,,,,,,,,,
pork,grapes,,,,,,,,,
ham,white wine,pasta,,,,,,,,
UHT-milk,pastry,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
pet care,snack products,,,,,,,,,
sausage,butter,yogurt,yogurt,,,,,,,
chewing gum,photo/film,yogurt,long life bakery product,soda,whole milk,,,,,
citrus fruit,cat food,,,,,,,,,
citrus fruit,whole milk,chocolate,,,,,,,,
rolls/buns,specialty chocolate,napkins,,,,,,,,
whole milk,bottled beer,,,,,,,,,
UHT-milk,pip fruit,,,,,,,,,
curd,frozen vegetables,,,,,,,,,
soda,pastry,,,,,,,,,
dessert,pastry,hard cheese,candles,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
UHT-milk,brown bread,whole milk,ice cream,,,,,,,
canned beer,margarine,,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
pip fruit,frozen vegetables,whipped/sour cream,whipped/sour cream,,,,,,,
other vegetables,beverages,,,,,,,,,
root vegetables,grapes,,,,,,,,,
ham,root vegetables,newspapers,other vegetables,,,,,,,
root vegetables,other vegetables,white wine,,,,,,,,
whole milk,pip fruit,pasta,yogurt,,,,,,,
other vegetables,zwieback,,,,,,,,,
butter,condensed milk,,,,,,,,,
whole milk,curd,bottled beer,,,,,,,,
whole milk,chocolate,packaged fruit/vegetables,rolls/buns,,,,,,,
tropical fruit,newspapers,beef,tropical fruit,domestic eggs,detergent,frozen vegetables,grapes,processed cheese,,
curd,rolls/buns,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
rolls/buns,berries,shopping bags,rice,,,,,,,
brown bread,honey,pet care,,,,,,,,
pork,meat,rolls/buns,onions,frozen vegetables,root vegetables,beverages,,,,
red/blush wine,yogurt,,,,,,,,,
citrus fruit,Instant food products,,,,,,,,,
sausage,bottled beer,,,,,,,,,
spread cheese,shopping bags,,,,,,,,,
soda,other vegetables,,,,,,,,,
other vegetables,tea,,,,,,,,,
chicken,pastry,soda,,,,,,,,
beverages,yogurt,,,,,,,,,
chewing gum,hamburger meat,candy,coffee,,,,,,,
brown bread,processed cheese,,,,,,,,,
sausage,pastry,bottled beer,UHT-milk,,,,,,,
oil,chewing gum,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
rolls/buns,brown bread,rolls/buns,sliced cheese,,,,,,,
tropical fruit,chicken,,,,,,,,,
ice cream,chicken,rolls/buns,whole milk,,,,,,,
sausage,frozen vegetables,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
beef,whole milk,,,,,,,,,
brown bread,hygiene articles,rolls/buns,,,,,,,,
tropical fruit,soda,,,,,,,,,
canned beer,flower soil/fertilizer,,,,,,,,,
bottled water,sugar,candy,,,,,,,,
root vegetables,sausage,cream cheese ,yogurt,detergent,,,,,,
